meter_reading,timestamp,air_temperature,dew_temperature,sea_level_pressure,wind_direction,wind_speed,month,day,hour
563.0,2016-03-14 03:00:00,10.0,2.2,1018.2,120.0,3.1,3,14,3
572.0,2016-03-14 04:00:00,9.4,2.8,1018.5,130.0,4.1,3,14,4
552.0,2016-03-14 05:00:00,8.9,2.8,1017.6,90.0,4.6,3,14,5
575.0,2016-03-14 06:00:00,8.9,2.2,1017.7,100.0,4.1,3,14,6
553.0,2016-03-14 07:00:00,8.3,3.9,1017.4,90.0,3.6,3,14,7
567.0,2016-03-14 08:00:00,7.8,4.4,1016.9,80.0,5.1,3,14,8
554.0,2016-03-14 09:00:00,7.8,4.4,1016.3,80.0,4.6,3,14,9
546.0,2016-03-14 10:00:00,7.8,4.4,1016.0,70.0,5.1,3,14,10
569.0,2016-03-14 11:00:00,7.2,4.4,1016.2,90.0,6.2,3,14,11
537.0,2016-03-14 12:00:00,7.2,5.0,1016.7,80.0,4.6,3,14,12
557.0,2016-03-14 13:00:00,7.8,4.4,1017.5,90.0,6.2,3,14,13
569.0,2016-03-14 14:00:00,6.7,5.0,1017.3,70.0,6.7,3,14,14
543.0,2016-03-14 15:00:00,7.2,5.6,1016.2941885647716,70.0,6.2,3,14,15
574.0,2016-03-14 16:00:00,7.2,5.6,1016.7,80.0,7.2,3,14,16
557.0,2016-03-14 17:00:00,7.2,5.6,1016.1,70.0,8.2,3,14,17
577.0,2016-03-14 18:00:00,6.7,5.0,1015.8,70.0,7.2,3,14,18
557.0,2016-03-14 19:00:00,6.7,5.0,1015.1,70.0,8.8,3,14,19
624.0,2016-03-14 20:00:00,6.7,5.0,1014.6,60.0,7.2,3,14,20
585.0,2016-03-14 21:00:00,7.2,5.6,1013.7,60.0,7.2,3,14,21
556.0,2016-03-14 22:00:00,6.1,4.4,1013.5,40.0,5.7,3,14,22
577.0,2016-03-14 23:00:00,5.6,3.9,1012.9,40.0,6.2,3,14,23
585.0,2016-03-15 00:00:00,5.6,4.4,1012.1,50.0,6.7,3,15,0
563.0,2016-03-15 01:00:00,6.1,5.0,1012.2,50.0,6.2,3,15,1
561.0,2016-03-15 02:00:00,6.1,5.0,1011.8,40.0,5.1,3,15,2
587.0,2016-03-15 03:00:00,6.1,5.0,1011.3,50.0,6.2,3,15,3
562.0,2016-03-15 04:00:00,6.1,5.0,1010.9,50.0,5.7,3,15,4
561.0,2016-03-15 05:00:00,6.7,5.0,1010.1,40.0,5.1,3,15,5
561.0,2016-03-15 06:00:00,6.7,5.6,1016.2941885647716,40.0,5.1,3,15,6
564.0,2016-03-15 07:00:00,7.2,6.1,1009.4,30.0,3.6,3,15,7
559.0,2016-03-15 08:00:00,7.2,6.1,1008.9,30.0,3.6,3,15,8
559.0,2016-03-15 09:00:00,7.2,6.1,1008.6,20.0,4.1,3,15,9
564.0,2016-03-15 10:00:00,7.2,6.1,1008.5,10.0,3.1,3,15,10
568.0,2016-03-15 11:00:00,7.2,5.6,1008.4,20.0,3.6,3,15,11
578.0,2016-03-15 12:00:00,7.2,6.1,1008.7,30.0,3.6,3,15,12
542.0,2016-03-15 13:00:00,7.8,6.1,1008.8,40.0,3.6,3,15,13
543.0,2016-03-15 14:00:00,8.3,6.1,1008.8,40.0,3.6,3,15,14
574.0,2016-03-15 15:00:00,8.9,6.7,1008.6,40.0,4.1,3,15,15
556.0,2016-03-15 16:00:00,9.4,6.7,1009.0,360.0,3.1,3,15,16
580.0,2016-03-15 17:00:00,10.0,7.2,1009.1,10.0,2.1,3,15,17
584.0,2016-03-15 18:00:00,10.6,7.2,1008.7,320.0,3.6,3,15,18
606.0,2016-03-15 19:00:00,10.6,6.7,1008.5,300.0,4.1,3,15,19
587.0,2016-03-15 20:00:00,10.6,7.2,1008.4,300.0,3.6,3,15,20
575.0,2016-03-15 21:00:00,11.7,7.8,1007.8,310.0,2.6,3,15,21
600.0,2016-03-15 22:00:00,12.2,7.8,1008.1,290.0,1.5,3,15,22
579.0,2016-03-15 23:00:00,12.2,7.8,1008.1,250.0,1.5,3,15,23
604.0,2016-03-16 00:00:00,11.1,7.8,1008.7,280.0,3.1,3,16,0
582.0,2016-03-16 01:00:00,10.0,7.2,1009.5,270.0,2.6,3,16,1
591.0,2016-03-16 02:00:00,8.9,6.7,1009.7,0.0,0.0,3,16,2
576.0,2016-03-16 03:00:00,8.9,6.7,1010.0,0.0,0.0,3,16,3
571.0,2016-03-16 04:00:00,8.9,7.2,1009.4,0.0,0.0,3,16,4
579.0,2016-03-16 05:00:00,8.3,6.7,1009.4,320.0,2.1,3,16,5
599.0,2016-03-16 06:00:00,8.3,6.7,1009.1,320.0,2.1,3,16,6
573.0,2016-03-16 07:00:00,6.7,5.6,1008.9,320.0,1.5,3,16,7
572.0,2016-03-16 08:00:00,7.8,6.7,1008.9,300.0,2.6,3,16,8
553.0,2016-03-16 09:00:00,7.2,6.1,1009.2,290.0,2.1,3,16,9
617.0,2016-03-16 10:00:00,6.7,5.6,1009.8,300.0,2.6,3,16,10
555.0,2016-03-16 11:00:00,6.1,5.0,1010.3,0.0,0.0,3,16,11
566.0,2016-03-16 12:00:00,6.1,5.6,1010.3,0.0,0.0,3,16,12
553.0,2016-03-16 13:00:00,8.9,7.8,1010.5,130.0,1.5,3,16,13
589.0,2016-03-16 14:00:00,11.7,8.9,1010.7,310.0,1.5,3,16,14
579.0,2016-03-16 15:00:00,13.9,8.9,1010.8,0.0,0.0,3,16,15
583.0,2016-03-16 16:00:00,15.6,8.9,1009.7,186.1476210473924,3.4499646374520845,3,16,16
563.0,2016-03-16 17:00:00,17.2,8.9,1009.0,0.0,0.0,3,16,17
604.0,2016-03-16 18:00:00,18.3,8.9,1007.9,130.0,4.1,3,16,18
577.0,2016-03-16 19:00:00,18.9,9.4,1007.0,160.0,4.6,3,16,19
606.0,2016-03-16 20:00:00,19.4,10.0,1006.4,150.0,4.6,3,16,20
566.0,2016-03-16 21:00:00,18.3,10.0,1005.9,150.0,6.2,3,16,21
551.0,2016-03-16 22:00:00,17.8,9.4,1006.6,170.0,5.7,3,16,22
547.0,2016-03-16 23:00:00,16.1,9.4,1007.5,160.0,3.6,3,16,23
565.0,2016-03-17 00:00:00,15.0,8.9,1007.9,150.0,3.1,3,17,0
511.0,2016-03-17 01:00:00,12.8,8.9,1008.1,130.0,3.6,3,17,1
539.0,2016-03-17 02:00:00,11.1,8.3,1008.4,100.0,2.6,3,17,2
501.0,2016-03-17 03:00:00,10.0,7.8,1009.3,120.0,2.6,3,17,3
539.0,2016-03-17 04:00:00,9.4,7.8,1009.9,110.0,1.5,3,17,4
482.0,2016-03-17 05:00:00,9.4,7.2,1010.0,0.0,0.0,3,17,5
513.0,2016-03-17 06:00:00,7.2,6.1,1010.5,90.0,2.1,3,17,6
525.0,2016-03-17 07:00:00,8.9,7.8,1010.7,60.0,2.1,3,17,7
489.0,2016-03-17 08:00:00,8.9,7.2,1010.6,80.0,2.6,3,17,8
508.0,2016-03-17 09:00:00,8.9,7.2,1011.1,80.0,1.5,3,17,9
523.0,2016-03-17 10:00:00,8.9,7.2,1011.8,240.0,2.1,3,17,10
484.0,2016-03-17 11:00:00,8.3,7.2,1011.4,0.0,0.0,3,17,11
557.0,2016-03-17 12:00:00,8.3,7.2,1011.5,320.0,1.5,3,17,12
539.0,2016-03-17 13:00:00,8.9,7.2,1011.5,270.0,2.1,3,17,13
530.0,2016-03-17 14:00:00,10.6,7.8,1011.2,210.0,2.6,3,17,14
504.0,2016-03-17 15:00:00,13.3,7.8,1010.7,186.1476210473924,2.1,3,17,15
519.0,2016-03-17 16:00:00,15.6,5.6,1010.3,240.0,3.1,3,17,16
471.0,2016-03-17 17:00:00,16.1,2.2,1009.8,270.0,5.1,3,17,17
517.0,2016-03-17 18:00:00,15.0,1.7,1009.1,340.0,6.7,3,17,18
489.0,2016-03-17 19:00:00,15.0,2.8,1008.6,300.0,5.7,3,17,19
507.0,2016-03-17 20:00:00,16.7,1.1,1007.6,280.0,5.7,3,17,20
528.0,2016-03-17 21:00:00,15.0,1.1,1008.5,280.0,6.7,3,17,21
499.0,2016-03-17 22:00:00,12.2,2.8,1008.2,186.1476210473924,2.6,3,17,22
511.0,2016-03-17 23:00:00,12.2,1.7,1008.3,250.0,2.1,3,17,23
536.0,2016-03-18 00:00:00,11.7,2.2,1008.4,250.0,2.1,3,18,0
497.0,2016-03-18 01:00:00,10.6,2.2,1009.0,0.0,0.0,3,18,1
557.0,2016-03-18 02:00:00,10.6,0.6,1009.0,186.1476210473924,2.1,3,18,2
504.0,2016-03-18 03:00:00,10.6,0.0,1009.2,280.0,2.6,3,18,3
507.0,2016-03-18 04:00:00,10.6,-0.6,1009.1,270.0,2.1,3,18,4
525.0,2016-03-18 05:00:00,10.0,-1.7,1008.8,260.0,1.5,3,18,5
566.0,2016-03-18 06:00:00,10.0,-1.7,1009.0,270.0,2.6,3,18,6
506.0,2016-03-18 07:00:00,8.3,-1.7,1009.5,280.0,2.1,3,18,7
543.0,2016-03-18 08:00:00,7.8,-1.7,1009.6,290.0,2.6,3,18,8
516.0,2016-03-18 09:00:00,8.3,-2.8,1009.6,240.0,2.1,3,18,9
541.0,2016-03-18 10:00:00,8.3,-3.3,1009.2,310.0,5.1,3,18,10
574.0,2016-03-18 11:00:00,7.8,-3.3,1009.3,270.0,2.6,3,18,11
529.0,2016-03-18 12:00:00,7.8,-2.8,1010.0,250.0,3.1,3,18,12
601.0,2016-03-18 13:00:00,9.4,-3.9,1010.3,290.0,5.1,3,18,13
593.0,2016-03-18 14:00:00,11.1,-4.4,1009.7,300.0,7.2,3,18,14
506.0,2016-03-18 15:00:00,12.8,-3.3,1009.7,290.0,7.2,3,18,15
534.0,2016-03-18 16:00:00,13.9,-3.9,1009.6,300.0,6.7,3,18,16
521.0,2016-03-18 17:00:00,15.0,-4.4,1009.6,270.0,8.2,3,18,17
538.0,2016-03-18 18:00:00,14.4,-6.7,1009.0,310.0,8.8,3,18,18
502.0,2016-03-18 19:00:00,15.0,-7.2,1008.9,310.0,5.7,3,18,19
523.0,2016-03-18 20:00:00,14.4,-7.2,1008.8,310.0,5.1,3,18,20
539.0,2016-03-18 21:00:00,14.4,-6.7,1008.9,300.0,6.2,3,18,21
499.0,2016-03-18 22:00:00,14.4,-7.2,1009.5,310.0,7.7,3,18,22
503.0,2016-03-18 23:00:00,13.9,-6.7,1010.2,320.0,3.1,3,18,23
529.0,2016-03-19 00:00:00,12.2,-6.1,1010.8,360.0,3.1,3,19,0
463.0,2016-03-19 01:00:00,10.0,-3.3,1011.6,30.0,2.1,3,19,1
481.0,2016-03-19 02:00:00,9.4,-3.3,1012.5,20.0,2.6,3,19,2
464.0,2016-03-19 03:00:00,7.8,-2.8,1013.5,20.0,2.6,3,19,3
536.0,2016-03-19 04:00:00,6.7,-2.8,1014.3,350.0,4.6,3,19,4
496.0,2016-03-19 05:00:00,6.1,-2.8,1015.3,340.0,4.1,3,19,5
512.0,2016-03-19 06:00:00,5.0,-3.3,1015.9,10.0,3.1,3,19,6
470.0,2016-03-19 07:00:00,3.9,-3.9,1016.3,350.0,3.6,3,19,7
531.0,2016-03-19 08:00:00,2.8,-3.9,1016.5,0.0,0.0,3,19,8
493.0,2016-03-19 09:00:00,2.2,-3.9,1017.5,330.0,1.5,3,19,9
504.0,2016-03-19 10:00:00,2.2,-5.0,1017.7,10.0,2.6,3,19,10
492.0,2016-03-19 11:00:00,1.7,-5.6,1018.8,30.0,2.1,3,19,11
505.0,2016-03-19 12:00:00,2.2,-5.0,1019.1,40.0,1.5,3,19,12
513.0,2016-03-19 13:00:00,3.3,-5.0,1019.5,20.0,3.1,3,19,13
0.0,2016-03-19 14:00:00,4.4,-5.6,1020.3,10.0,3.6,3,19,14
0.0,2016-03-19 15:00:00,5.0,-6.1,1020.6,30.0,2.1,3,19,15
596.0,2016-03-19 16:00:00,5.6,-7.2,1019.7,40.0,3.1,3,19,16
493.0,2016-03-19 17:00:00,6.1,-7.8,1019.1,40.0,3.1,3,19,17
477.0,2016-03-19 18:00:00,6.1,-8.9,1018.6,360.0,4.6,3,19,18
457.0,2016-03-19 19:00:00,6.7,-8.9,1017.8,30.0,2.1,3,19,19
516.0,2016-03-19 20:00:00,6.1,-8.9,1017.3,0.0,0.0,3,19,20
481.0,2016-03-19 21:00:00,6.7,-8.3,1017.7,0.0,0.0,3,19,21
481.0,2016-03-19 22:00:00,6.7,-10.0,1017.7,340.0,2.6,3,19,22
481.0,2016-03-19 23:00:00,6.1,-10.0,1017.9,350.0,2.1,3,19,23
481.0,2016-03-20 00:00:00,6.1,-10.6,1018.0,0.0,0.0,3,20,0
487.0,2016-03-20 01:00:00,5.6,-9.4,1017.8,0.0,0.0,3,20,1
516.0,2016-03-20 02:00:00,5.0,-7.8,1018.1,360.0,1.5,3,20,2
473.0,2016-03-20 03:00:00,4.4,-7.2,1018.2,330.0,1.5,3,20,3
498.0,2016-03-20 04:00:00,4.4,-7.2,1017.9,350.0,2.6,3,20,4
497.0,2016-03-20 05:00:00,5.0,-10.0,1017.8,40.0,5.1,3,20,5
477.0,2016-03-20 06:00:00,3.3,-11.1,1018.1,40.0,5.7,3,20,6
455.0,2016-03-20 07:00:00,2.8,-11.7,1018.7,40.0,4.6,3,20,7
513.0,2016-03-20 08:00:00,1.7,-11.7,1018.1,40.0,4.1,3,20,8
473.0,2016-03-20 09:00:00,1.7,-11.1,1018.3,40.0,4.1,3,20,9
475.0,2016-03-20 10:00:00,1.7,-11.7,1018.8,30.0,3.6,3,20,10
479.0,2016-03-20 11:00:00,1.1,-11.7,1019.6,30.0,3.6,3,20,11
464.0,2016-03-20 12:00:00,1.1,-10.6,1019.7,50.0,5.1,3,20,12
479.0,2016-03-20 13:00:00,1.7,-10.6,1019.6,60.0,5.7,3,20,13
460.0,2016-03-20 14:00:00,2.2,-11.1,1020.0,80.0,7.2,3,20,14
533.0,2016-03-20 15:00:00,2.2,-10.6,1020.3,70.0,5.1,3,20,15
481.0,2016-03-20 16:00:00,2.8,-9.4,1019.5,60.0,6.7,3,20,16
501.0,2016-03-20 17:00:00,4.4,-6.7,1018.6,100.0,4.6,3,20,17
523.0,2016-03-20 18:00:00,5.0,-5.0,1017.5,70.0,5.7,3,20,18
487.0,2016-03-20 19:00:00,5.6,-3.9,1016.5,60.0,6.7,3,20,19
465.0,2016-03-20 20:00:00,4.4,-3.3,1015.6,90.0,6.7,3,20,20
492.0,2016-03-20 21:00:00,3.9,-3.3,1015.5,70.0,5.1,3,20,21
468.0,2016-03-20 22:00:00,3.3,-3.3,1015.4,110.0,5.7,3,20,22
499.0,2016-03-20 23:00:00,2.8,-2.8,1015.0,110.0,5.1,3,20,23
477.0,2016-03-21 00:00:00,2.2,-2.2,1015.3,100.0,3.6,3,21,0
476.0,2016-03-21 01:00:00,1.1,-1.1,1015.0,80.0,2.6,3,21,1
480.0,2016-03-21 02:00:00,1.1,-0.6,1014.5,70.0,4.6,3,21,2
462.0,2016-03-21 03:00:00,0.6,-1.1,1014.3,70.0,3.1,3,21,3
517.0,2016-03-21 04:00:00,0.6,-1.1,1013.8,40.0,3.6,3,21,4
473.0,2016-03-21 05:00:00,0.6,-1.1,1012.6,20.0,2.6,3,21,5
451.0,2016-03-21 06:00:00,0.6,-1.1,1012.0,60.0,2.6,3,21,6
511.0,2016-03-21 07:00:00,0.6,-1.1,1011.7,330.0,2.6,3,21,7
464.0,2016-03-21 08:00:00,0.0,-1.1,1010.9,340.0,2.1,3,21,8
454.0,2016-03-21 09:00:00,0.6,-1.7,1010.0,40.0,3.1,3,21,9
522.0,2016-03-21 10:00:00,0.0,-2.2,1009.7,330.0,1.5,3,21,10
458.0,2016-03-21 11:00:00,-0.6,-2.2,1010.0,290.0,1.5,3,21,11
509.0,2016-03-21 12:00:00,-0.6,-2.2,1010.3,240.0,1.5,3,21,12
474.0,2016-03-21 13:00:00,1.7,-1.7,1010.5,250.0,2.6,3,21,13
500.0,2016-03-21 14:00:00,3.9,-1.7,1010.4,270.0,3.6,3,21,14
497.0,2016-03-21 15:00:00,6.1,-4.4,1010.4,320.0,5.7,3,21,15
518.0,2016-03-21 16:00:00,6.7,-7.2,1010.1,300.0,6.2,3,21,16
563.0,2016-03-21 17:00:00,8.3,-10.6,1009.9,290.0,6.7,3,21,17
532.0,2016-03-21 18:00:00,8.9,-11.1,1009.5,300.0,7.2,3,21,18
567.0,2016-03-21 19:00:00,9.4,-10.0,1009.1,290.0,9.3,3,21,19
524.0,2016-03-21 20:00:00,8.3,-8.9,1009.6,310.0,8.8,3,21,20
580.0,2016-03-21 21:00:00,8.9,-10.6,1010.0,290.0,8.8,3,21,21
532.0,2016-03-21 22:00:00,8.3,-11.1,1010.7,290.0,5.7,3,21,22
579.0,2016-03-21 23:00:00,7.2,-10.6,1011.9,310.0,4.6,3,21,23
521.0,2016-03-22 00:00:00,6.1,-10.0,1013.5,300.0,6.2,3,22,0
579.0,2016-03-22 01:00:00,5.6,-10.0,1014.8,300.0,4.1,3,22,1
526.0,2016-03-22 02:00:00,5.0,-10.6,1016.1,300.0,3.6,3,22,2
522.0,2016-03-22 03:00:00,4.4,-10.6,1017.1,290.0,5.1,3,22,3
531.0,2016-03-22 04:00:00,3.3,-10.0,1017.6,310.0,3.6,3,22,4
514.0,2016-03-22 05:00:00,2.8,-10.0,1017.9,300.0,3.1,3,22,5
505.0,2016-03-22 06:00:00,2.2,-10.0,1018.2,290.0,2.6,3,22,6
463.0,2016-03-22 07:00:00,1.7,-9.4,1018.8,280.0,2.1,3,22,7
448.0,2016-03-22 08:00:00,1.1,-9.4,1019.3,260.0,1.5,3,22,8
461.0,2016-03-22 09:00:00,0.6,-9.4,1020.1,250.0,1.5,3,22,9
479.0,2016-03-22 10:00:00,0.0,-9.4,1020.5,240.0,1.5,3,22,10
428.0,2016-03-22 11:00:00,-1.1,-9.4,1021.0,230.0,2.1,3,22,11
467.0,2016-03-22 12:00:00,0.6,-8.9,1021.7,250.0,2.1,3,22,12
472.0,2016-03-22 13:00:00,3.3,-8.3,1022.3,250.0,3.1,3,22,13
510.0,2016-03-22 14:00:00,6.1,-8.9,1022.7,260.0,6.2,3,22,14
474.0,2016-03-22 15:00:00,7.8,-8.3,1022.4,260.0,3.6,3,22,15
543.0,2016-03-22 16:00:00,9.4,-7.2,1021.6,270.0,5.7,3,22,16
509.0,2016-03-22 17:00:00,11.1,-5.0,1020.5,250.0,6.2,3,22,17
470.0,2016-03-22 18:00:00,12.2,-4.4,1019.6,280.0,6.2,3,22,18
567.0,2016-03-22 19:00:00,12.2,-3.3,1018.1,210.0,5.1,3,22,19
482.0,2016-03-22 20:00:00,13.3,-2.8,1017.8,230.0,6.7,3,22,20
537.0,2016-03-22 21:00:00,13.3,-3.9,1017.2,230.0,5.7,3,22,21
537.0,2016-03-22 22:00:00,12.8,-3.3,1016.7,230.0,6.2,3,22,22
537.0,2016-03-22 23:00:00,11.7,-2.8,1016.6,220.0,6.7,3,22,23
537.0,2016-03-23 00:00:00,10.6,-2.8,1016.5,220.0,3.6,3,23,0
537.0,2016-03-23 01:00:00,10.0,-2.2,1016.6,190.0,3.1,3,23,1
537.0,2016-03-23 02:00:00,9.4,-2.2,1016.2,180.0,3.6,3,23,2
537.0,2016-03-23 03:00:00,8.9,-0.6,1016.4,190.0,5.1,3,23,3
537.0,2016-03-23 04:00:00,7.8,0.0,1015.7,180.0,4.6,3,23,4
537.0,2016-03-23 05:00:00,6.7,-0.6,1015.0,190.0,3.6,3,23,5
537.0,2016-03-23 06:00:00,6.1,0.0,1014.5,200.0,2.1,3,23,6
537.0,2016-03-23 07:00:00,5.6,-0.6,1014.3,0.0,0.0,3,23,7
537.0,2016-03-23 08:00:00,6.7,0.0,1013.6,200.0,2.1,3,23,8
537.0,2016-03-23 09:00:00,7.2,0.6,1013.0,210.0,2.6,3,23,9
460.0,2016-03-23 10:00:00,8.3,1.7,1013.0,230.0,2.6,3,23,10
461.0,2016-03-23 11:00:00,8.9,1.7,1013.2,230.0,3.1,3,23,11
470.0,2016-03-23 12:00:00,10.0,1.7,1013.9,230.0,2.1,3,23,12
457.0,2016-03-23 13:00:00,11.7,1.7,1014.3,240.0,3.6,3,23,13
504.0,2016-03-23 14:00:00,15.0,1.1,1014.4,220.0,5.1,3,23,14
446.0,2016-03-23 15:00:00,16.1,0.0,1014.5,270.0,4.6,3,23,15
471.0,2016-03-23 16:00:00,17.8,-0.6,1014.2,250.0,4.6,3,23,16
495.0,2016-03-23 17:00:00,20.0,-1.1,1014.0,260.0,7.7,3,23,17
486.0,2016-03-23 18:00:00,20.6,-1.7,1013.5,290.0,5.1,3,23,18
476.0,2016-03-23 19:00:00,21.1,0.0,1013.3,250.0,5.7,3,23,19
541.0,2016-03-23 20:00:00,21.7,-0.6,1013.3,250.0,5.7,3,23,20
489.0,2016-03-23 21:00:00,21.7,-1.1,1012.9,240.0,3.6,3,23,21
552.0,2016-03-23 22:00:00,21.1,-0.6,1013.6,240.0,3.6,3,23,22
526.0,2016-03-23 23:00:00,20.0,0.0,1014.1,230.0,3.1,3,23,23
495.0,2016-03-24 00:00:00,17.8,0.0,1014.4,230.0,2.1,3,24,0
516.0,2016-03-24 01:00:00,17.8,0.6,1014.9,230.0,1.5,3,24,1
540.0,2016-03-24 02:00:00,15.0,1.1,1015.6,0.0,0.0,3,24,2
460.0,2016-03-24 03:00:00,15.0,0.6,1015.7,0.0,0.0,3,24,3
509.0,2016-03-24 04:00:00,13.3,0.6,1015.8,130.0,1.5,3,24,4
456.0,2016-03-24 05:00:00,12.2,1.1,1015.6,0.0,0.0,3,24,5
507.0,2016-03-24 06:00:00,10.6,1.7,1015.7,40.0,5.1,3,24,6
495.0,2016-03-24 07:00:00,9.4,2.2,1015.5,60.0,3.1,3,24,7
517.0,2016-03-24 08:00:00,8.9,2.2,1015.5,50.0,2.6,3,24,8
461.0,2016-03-24 09:00:00,8.3,2.8,1016.0,60.0,3.1,3,24,9
512.0,2016-03-24 10:00:00,6.7,3.9,1016.7,60.0,5.1,3,24,10
470.0,2016-03-24 11:00:00,6.1,2.8,1017.3,60.0,5.7,3,24,11
470.0,2016-03-24 12:00:00,6.7,2.8,1017.6,80.0,4.1,3,24,12
517.0,2016-03-24 13:00:00,8.3,3.3,1017.5,90.0,5.7,3,24,13
478.0,2016-03-24 14:00:00,10.0,3.3,1017.6,70.0,4.1,3,24,14
494.0,2016-03-24 15:00:00,11.7,3.9,1017.4,90.0,5.1,3,24,15
486.0,2016-03-24 16:00:00,12.8,3.9,1016.8,90.0,5.1,3,24,16
509.0,2016-03-24 17:00:00,13.3,5.6,1016.0,100.0,5.7,3,24,17
504.0,2016-03-24 18:00:00,12.2,6.1,1015.5,110.0,6.2,3,24,18
507.0,2016-03-24 19:00:00,12.2,6.1,1014.3,90.0,6.2,3,24,19
517.0,2016-03-24 20:00:00,11.7,5.6,1013.4,120.0,6.2,3,24,20
541.0,2016-03-24 21:00:00,10.0,5.6,1012.7,100.0,7.7,3,24,21
541.0,2016-03-24 22:00:00,8.3,5.0,1012.1,80.0,4.6,3,24,22
521.0,2016-03-24 23:00:00,7.8,5.0,1012.0,80.0,5.7,3,24,23
519.0,2016-03-25 00:00:00,7.2,5.6,1011.2,90.0,4.1,3,25,0
515.0,2016-03-25 01:00:00,7.2,5.6,1011.1,80.0,3.6,3,25,1
511.0,2016-03-25 02:00:00,7.8,6.1,1010.4,80.0,3.1,3,25,2
525.0,2016-03-25 03:00:00,7.8,6.7,1009.5,80.0,3.6,3,25,3
509.0,2016-03-25 04:00:00,7.8,6.7,1009.0,90.0,2.1,3,25,4
517.0,2016-03-25 05:00:00,7.8,7.2,1007.9,70.0,2.6,3,25,5
554.0,2016-03-25 06:00:00,7.8,7.2,1006.8,110.0,2.6,3,25,6
532.0,2016-03-25 07:00:00,8.9,8.3,1005.9,140.0,2.1,3,25,7
548.0,2016-03-25 08:00:00,13.3,11.7,1004.9,200.0,3.6,3,25,8
559.0,2016-03-25 09:00:00,16.7,12.8,1004.9,210.0,5.1,3,25,9
552.0,2016-03-25 10:00:00,17.2,12.8,1004.8,200.0,6.2,3,25,10
551.0,2016-03-25 11:00:00,16.7,13.3,1005.0,210.0,6.7,3,25,11
564.0,2016-03-25 12:00:00,17.8,13.3,1005.4,210.0,6.7,3,25,12
541.0,2016-03-25 13:00:00,18.3,13.9,1005.3,220.0,7.7,3,25,13
570.0,2016-03-25 14:00:00,20.0,14.4,1005.2,230.0,7.2,3,25,14
539.0,2016-03-25 15:00:00,19.4,14.4,1005.8,220.0,6.7,3,25,15
539.0,2016-03-25 16:00:00,19.4,15.0,1016.2941885647716,290.0,3.6,3,25,16
580.0,2016-03-25 17:00:00,20.0,13.3,1006.3,270.0,4.6,3,25,17
539.0,2016-03-25 18:00:00,21.7,11.7,1006.0,280.0,5.1,3,25,18
542.0,2016-03-25 19:00:00,21.7,11.7,1005.9,260.0,4.1,3,25,19
536.0,2016-03-25 20:00:00,21.1,10.6,1006.1,310.0,4.1,3,25,20
548.0,2016-03-25 21:00:00,21.1,8.9,1006.9,310.0,4.1,3,25,21
544.0,2016-03-25 22:00:00,18.9,5.6,1008.7,310.0,6.7,3,25,22
538.0,2016-03-25 23:00:00,17.2,3.3,1009.9,330.0,5.7,3,25,23
522.0,2016-03-26 00:00:00,15.0,1.7,1011.6,320.0,6.7,3,26,0
520.0,2016-03-26 01:00:00,13.3,1.1,1013.6,320.0,4.6,3,26,1
535.0,2016-03-26 02:00:00,12.2,1.1,1014.7,300.0,2.1,3,26,2
516.0,2016-03-26 03:00:00,11.1,1.1,1015.4,300.0,2.1,3,26,3
544.0,2016-03-26 04:00:00,10.0,1.1,1016.4,350.0,5.7,3,26,4
536.0,2016-03-26 05:00:00,7.8,0.0,1017.7,350.0,5.1,3,26,5
530.0,2016-03-26 06:00:00,6.1,-1.1,1018.6,350.0,6.2,3,26,6
525.0,2016-03-26 07:00:00,4.4,-2.2,1019.7,350.0,4.1,3,26,7
495.0,2016-03-26 08:00:00,3.3,-3.3,1020.5,360.0,5.1,3,26,8
504.0,2016-03-26 09:00:00,2.2,-3.3,1021.4,360.0,4.1,3,26,9
535.0,2016-03-26 10:00:00,1.7,-3.9,1022.4,360.0,3.1,3,26,10
470.0,2016-03-26 11:00:00,1.1,-3.9,1023.5,360.0,3.1,3,26,11
503.0,2016-03-26 12:00:00,2.2,-3.3,1024.3,360.0,3.1,3,26,12
477.0,2016-03-26 13:00:00,4.4,-2.8,1025.1,40.0,4.1,3,26,13
512.0,2016-03-26 14:00:00,5.6,-2.8,1025.8,10.0,4.1,3,26,14
520.0,2016-03-26 15:00:00,7.2,-2.2,1026.2,30.0,3.1,3,26,15
502.0,2016-03-26 16:00:00,8.9,-1.7,1026.0,70.0,3.1,3,26,16
472.0,2016-03-26 17:00:00,10.6,-0.6,1025.4,186.1476210473924,2.6,3,26,17
513.0,2016-03-26 18:00:00,11.7,-1.1,1025.0,50.0,2.6,3,26,18
502.0,2016-03-26 19:00:00,12.2,-0.6,1024.8,186.1476210473924,2.1,3,26,19
460.0,2016-03-26 20:00:00,13.3,0.0,1024.6,150.0,3.1,3,26,20
444.0,2016-03-26 21:00:00,13.3,1.1,1024.7,186.1476210473924,3.1,3,26,21
494.0,2016-03-26 22:00:00,11.1,1.7,1025.6,150.0,5.7,3,26,22
472.0,2016-03-26 23:00:00,9.4,1.7,1026.0,130.0,4.6,3,26,23
465.0,2016-03-27 00:00:00,7.2,1.7,1027.0,140.0,6.2,3,27,0
463.0,2016-03-27 01:00:00,6.1,1.7,1027.6,110.0,2.6,3,27,1
433.0,2016-03-27 02:00:00,6.1,2.2,1028.3,140.0,5.1,3,27,2
